"Name","Id","Path","StartTime","CPU"
"ContextStoreAgent","29641","/System/Library/PrivateFrameworks/CoreDuetContext.framework/Versions/A/Resources/ContextStoreAgent","6/3/2026 2:48:31 AM","16.8232791"
"contextstored","563","/System/Library/PrivateFrameworks/CoreDuetContext.framework/Versions/A/Resources/contextstored",,
"ContinuityCaptureAgent","1046","/usr/libexec/ContinuityCaptureAgent","5/18/2026 11:22:54 PM","7537.3529791"
"ControlCenter","1053","/System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter","5/18/2026 11:22:55 PM","840.6575958"
"coreaudiod","607","/usr/sbin/coreaudiod",,
"coreautha","29373","/System/Library/Frameworks/LocalAuthentication.framework/Support/coreautha.bundle/Contents/MacOS/coreautha","5/21/2026 2:08:52 AM","24.7881375"
"coreauthd","929","/System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd",,
"coreauthd","84245","/System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd","6/3/2026 5:00:14 PM","0.1636375"
"corebrightnessd","592","/usr/libexec/corebrightnessd",,
"coreduetd","84211","/usr/libexec/coreduetd",,
"CoreLocationAgent","15852","/System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent","6/3/2026 8:40:39 AM","0.962975"
"corerepaird","577","/usr/libexec/corerepaird",,
"coreservicesd","604","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/Support/coreservicesd",,
"CoreServicesUIAgent","51974","/System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent","6/3/2026 2:18:28 PM","0.4617541"
"corespeechd","1146","/System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd","5/18/2026 11:38:39 PM","38.9271916"
"corespeechd_system","547","/System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd_system",,
"corespotlightd","1071","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd","5/18/2026 11:38:14 PM","946.6129708"
"CoreThreadCommissionerServiced","84389","/System/Library/PrivateFrameworks/CoreThreadCommissionerService.framework/CoreThreadCommissionerServiced","6/3/2026 5:00:39 PM","0.1154458"
"CrashReporterSupportHelper","1421","/System/Library/CoreServices/CrashReporterSupportHelper",,
"csimporter","1277","/System/Applications/System Settings.app/Contents/PlugIns/csimporter.appex/Contents/MacOS/csimporter","5/18/2026 11:38:54 PM","0.0824083"
"ctkahp","1247","/System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp",,
"ctkahp","1261","/System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp","5/18/2026 11:38:52 PM","1.2520291"
"ctkd","966","/System/Library/Frameworks/CryptoTokenKit.framework/ctkd",,
"ctkd","84239","/System/Library/Frameworks/CryptoTokenKit.framework/ctkd","6/3/2026 5:00:13 PM","0.1652083"
"CursorUIViewService","1255","/System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService","5/18/2026 11:38:50 PM","1933.4698041"
"CVMServer","1430","/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer",,
"dasd","576","/usr/libexec/dasd",,
"deleted","84767","/System/Library/PrivateFrameworks/CacheDelete.framework/deleted","6/3/2026 5:01:54 PM","0.1028541"
"dhcp6d","3908","/usr/libexec/dhcp6d",,
"diagnostics_agent","1201","/System/Library/CoreServices/diagnostics_agent","5/18/2026 11:38:45 PM","24.5287541"
"diskarbitrationd","556","/usr/libexec/diskarbitrationd",,
"DiskUnmountWatcher","37572","/System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnmountWatcher","5/21/2026 3:06:30 AM","0.2390291"
"DisplayControls","7293","/System/Library/CoreServices/ControlCenter.app/Contents/PlugIns/DisplayControls.appex/Contents/MacOS/DisplayControls","5/19/2026 2:45:19 AM","3.6499541"
"distnoted","579","/usr/sbin/distnoted",,
"distnoted","642","/usr/sbin/distnoted",,
"distnoted","643","/usr/sbin/distnoted",,
"distnoted","655","/usr/sbin/distnoted",,
"distnoted","682","/usr/sbin/distnoted",,
"distnoted","697","/usr/sbin/distnoted",,
"distnoted","705","/usr/sbin/distnoted",,
"distnoted","736","/usr/sbin/distnoted",,
"distnoted","802","/usr/sbin/distnoted",,
"distnoted","820","/usr/sbin/distnoted",,
"distnoted","911","/usr/sbin/distnoted",,
"distnoted","915","/usr/sbin/distnoted",,
"distnoted","930","/usr/sbin/distnoted","5/18/2026 11:22:49 PM","208.3150708"
"distnoted","1051","/usr/sbin/distnoted",,
"distnoted","1078","/usr/sbin/distnoted",,
"distnoted","1096","/usr/sbin/distnoted",,
"distnoted","1115","/usr/sbin/distnoted",,
"distnoted","1152","/usr/sbin/distnoted",,
"distnoted","1174","/usr/sbin/distnoted",,
"distnoted","29750","/usr/sbin/distnoted",,
"dmd","85266","/usr/libexec/dmd","6/3/2026 5:03:34 PM","0.2691166"
"Dock","1232","/System/Library/CoreServices/Dock.app/Contents/MacOS/Dock","5/18/2026 11:38:48 PM","280.097775"
"DockHelper","81171","/System/Library/CoreServices/Dock.app/Contents/XPCServices/DockHelper.xpc/Contents/MacOS/DockHelper","6/3/2026 4:49:50 PM","0.6632625"
"duetexpertd","59287","/usr/libexec/duetexpertd","6/3/2026 2:42:35 PM","84.3832166"
"eligibilityd","628","/usr/libexec/eligibilityd",,
"extensionkitservice","84769","/System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice","6/3/2026 5:01:54 PM","0.0932625"
"fairplayd","1437","/System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd",,
"familycircled","1020","/System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled","5/18/2026 11:22:53 PM","16.8785666"
"feedbackd","84113","/usr/libexec/feedbackd","6/3/2026 4:59:54 PM","0.0578375"
"filecoordinationd","1024","/usr/sbin/filecoordinationd",,
"fileproviderd","84766","/System/Library/Frameworks/FileProvider.framework/Support/fileproviderd","6/3/2026 5:01:54 PM","0.3652875"
"Finder","70689","/System/Library/CoreServices/Finder.app/Contents/MacOS/Finder","5/21/2026 6:38:07 AM","2014.4682"
"findmylocateagent","84868","/usr/libexec/findmylocateagent","6/3/2026 5:02:15 PM","0.4338875"
"FindMyWidgetItems","1324","/System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetItems.appex/Contents/MacOS/FindMyWidgetItems","5/18/2026 11:39:07 PM","0.1760041"
"FindMyWidgetPeople","1212","/System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetPeople.appex/Contents/MacOS/FindMyWidgetPeople","5/18/2026 11:38:47 PM","0.2438125"
"fontd","1118","/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontd","5/18/2026 11:38:25 PM","25.725775"
"fontworker","1120","/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker","5/18/2026 11:38:25 PM","1.3604"
"fseventsd","528","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/Support/fseventsd",,
"gamecontrolleragentd","84176","/usr/libexec/gamecontrolleragentd","6/3/2026 5:00:00 PM","0.1752625"
"gamecontrollerd","84174","/usr/libexec/gamecontrollerd",,
"gamepolicyd","1112","/usr/libexec/gamepolicyd",,
"heard","24791","/System/Library/PrivateFrameworks/HearingCore.framework/heard","6/3/2026 9:11:13 AM","4.9071041"
"helpd","87238","/System/Library/PrivateFrameworks/HelpData.framework/Versions/A/Resources/helpd","6/3/2026 5:10:11 PM","0.6950958"
"homed","84232","/System/Library/PrivateFrameworks/HomeKitDaemon.framework/Support/homed","6/3/2026 5:00:11 PM","3.2511416"
"HomeEnergyWidgetsExtension","1386","/System/Applications/Home.app/Contents/PlugIns/HomeEnergyWidgetsExtension.appex/Contents/MacOS/HomeEnergyWidgetsExtension","5/18/2026 11:39:15 PM","0.5894666"
"HomeWidget","1334","/System/Applications/Home.app/Contents/PlugIns/HomeWidget.appex/Contents/MacOS/HomeWidget","5/18/2026 11:39:09 PM","0.2804875"
"icdd","1358","/System/Library/Image Capture/Support/icdd","5/18/2026 11:39:11 PM","1.4238416"
"identityservicesd","979","/System/Library/PrivateFrameworks/IDS.framework/identityservicesd.app/Contents/MacOS/identityservicesd","5/18/2026 11:22:50 PM","313.7691291"
"imagent","1008","/System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent","5/18/2026 11:22:52 PM","74.3335875"
"IMAutomaticHistoryDeletionAgent","70416","/System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent","5/19/2026 3:43:53 PM","2.2405875"
"imklaunchagent","1250","/System/Library/Frameworks/InputMethodKit.framework/Versions/A/Resources/imklaunchagent","5/18/2026 11:38:50 PM","6.0372"
"intelligencecontextd","69489","/System/Library/PrivateFrameworks/IntelligenceFlowContextRuntime.framework/Versions/A/intelligencecontextd","6/3/2026 4:01:43 PM","0.267925"
"intelligenceflowd","83783","/System/Library/PrivateFrameworks/IntelligenceFlowRuntime.framework/Versions/A/intelligenceflowd","6/3/2026 4:59:00 PM","0.3971666"
"IntelligencePlatformComputeService","75785","/System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService","6/3/2026 4:39:11 PM","1.4923041"
"IntentsExtension","1390","/System/Library/PrivateFrameworks/CalendarWidget.framework/PlugIns/IntentsExtension.appex/Contents/MacOS/IntentsExtension","5/18/2026 11:39:16 PM","0.01995"
"InternetSharing","3904","/usr/libexec/InternetSharing",,
"IOMFB_bics_daemon","539","/usr/libexec/IOMFB_bics_daemon",,
"IOUserBluetoothSerialDriver","866","/System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver",,
"JournalWidgets","1256","/System/Applications/Journal.app/Contents/PlugIns/JournalWidgets.appex/Contents/MacOS/JournalWidgets","5/18/2026 11:38:50 PM","0.28305"
"JournalWidgetsSecure","1288","/System/Applications/Journal.app/Contents/PlugIns/JournalWidgetsSecure.appex/Contents/MacOS/JournalWidgetsSecure","5/18/2026 11:38:57 PM","0.1981166"
"KernelEventAgent","585","/usr/sbin/KernelEventAgent",,
"kernelmanagerd","555","/usr/libexec/kernelmanagerd",,
"keybagd","85101","/usr/libexec/keybagd",,
"Keychain Circle Notification","61559","/System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification","6/3/2026 3:08:13 PM","0.3011958"
"knowledge-agent","55769","/usr/libexec/knowledge-agent","5/31/2026 4:41:02 PM","25.5294416"
"launchd","1","/sbin/launchd",,
"launchservicesd","567","/System/Library/CoreServices/launchservicesd",,
"linkd","75481","/usr/libexec/linkd","6/3/2026 4:38:02 PM","1.4756375"
"liveactivitiesd","84787","/System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd","6/3/2026 5:01:56 PM","0.151725"
"locationd","572","/usr/libexec/locationd",,
"logd","524","/usr/libexec/logd",,
"login","81212","/usr/bin/login",,
"logind","583","/System/Library/CoreServices/logind",,
"loginwindow","600","/System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow","5/18/2026 11:22:34 PM","2861.6389916"
"lsd","612","/usr/libexec/lsd",,
"lsd","940","/usr/libexec/lsd","5/18/2026 11:22:49 PM","335.3925166"
"maild","1065","/System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild","5/18/2026 11:38:13 PM","7.6993916"
"ManagedSettingsAgent","85267","/System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent","6/3/2026 5:03:35 PM","0.0719416"
"mbuseragent","50040","/System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbuseragent","5/21/2026 4:26:46 AM","0.1579833"
"mdbulkimport","1171","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport","5/18/2026 11:38:43 PM","18.1842"
"mDNSResponder","611","/usr/sbin/mDNSResponder",,
"mDNSResponderHelper","651","/usr/sbin/mDNSResponderHelper",,
"mds","553","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds",,
"mds_stores","831","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds_stores",,
"mdworker_shared","87831","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:23 PM","0.2136"
"mdworker_shared","87875","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:34 PM","0.2460833"
"mdworker_shared","87877","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:34 PM","0.208"
"mdworker_shared","87878","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:34 PM","0.2047708"
"mdworker_shared","87881","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:35 PM","0.1739625"
"mdworker_shared","87896","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:38 PM","0.3354791"
"mdworker_shared","87898","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:38 PM","0.3082375"
"mdworker_shared","87943","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:49 PM","0.1277333"
"mdworker_shared","87953","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:50 PM","0.111375"
"mdworker_shared","87954","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:50 PM","0.1587041"
"mdworker_shared","87955","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:50 PM","0.1184333"
"mdworker_shared","87956","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:50 PM","0.1584958"
"mdworker_shared","87963","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:52 PM","0.1691208"
"mdworker_shared","87976","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:55 PM","0.0795375"
"mdworker_shared","87977","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:55 PM","0.1453833"
"mdworker_shared","87978","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","6/3/2026 5:12:55 PM","0.0723416"
"mdwrite","1293","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdwrite","5/18/2026 11:38:59 PM","1.1137541"
"mediaremoteagent","1223","/System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent","5/18/2026 11:38:48 PM","3.6704166"
"mediaremoted","529","/System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoted",,
"migrationhelper","974","/System/Library/PrivateFrameworks/SystemMigrationNetwork.framework/Versions/A/Resources/migrationhelper","5/18/2026 11:22:50 PM","0.0292833"
"mobileactivationd","85757","/usr/libexec/mobileactivationd",,
"mobileassetd","75409","/usr/libexec/mobileassetd",,
"mobiletimerd","84785","/System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd","6/3/2026 5:01:56 PM","0.163875"
"modelmanagerd","687","/usr/libexec/modelmanagerd",,
"neagent","84480","/usr/libexec/neagent","6/3/2026 5:00:56 PM","0.0668166"
"nearbyd","1048","/usr/libexec/nearbyd",,
"nehelper","84170","/usr/libexec/nehelper",,
"NeptuneOneWallpaper","1429","/System/Library/ExtensionKit/Extensions/NeptuneOneWallpaper.appex/Contents/MacOS/NeptuneOneWallpaper","5/18/2026 11:54:51 PM","0.0191875"
"nesessionmanager","573","/usr/libexec/nesessionmanager",,
"netbiosd","19496","/usr/sbin/netbiosd",,
"networkserviceproxy","67314","/usr/libexec/networkserviceproxy","6/3/2026 3:54:10 PM","2.5905541"
"NewsTag","1388","/System/Applications/News.app/Contents/PlugIns/NewsTag.appex/Contents/MacOS/NewsTag","5/18/2026 11:39:15 PM","0.2792916"
"NewsToday2","1309","/System/Applications/News.app/Contents/PlugIns/NewsToday2.appex/Contents/MacOS/NewsToday2","5/18/2026 11:39:03 PM","0.4483916"
"NewsTodayIntents","1391","/System/Applications/News.app/Contents/PlugIns/NewsTodayIntents.appex/Contents/MacOS/NewsTodayIntents","5/18/2026 11:39:16 PM","0.1023791"
"nfcd","83631","/usr/libexec/nfcd",,
"NotificationCenter","1133","/System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter","5/18/2026 11:38:26 PM","132.6895291"
"notifyd","590","/usr/sbin/notifyd",,
"nsurlsessiond","614","/usr/libexec/nsurlsessiond",,
"nsurlsessiond","961","/usr/libexec/nsurlsessiond","5/18/2026 11:22:50 PM","120.8818875"
"oahd","905","/usr/libexec/rosetta/oahd",,
"online-auth-agent","83885","/usr/libexec/online-auth-agent",,
"opendirectoryd","565","/usr/libexec/opendirectoryd",,
"osanalyticshelper","84317","/System/Library/CoreServices/osanalyticshelper",,
"ospredictiond","84101","/usr/libexec/ospredictiond",,
"PAH_Extension","1671","/System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension","5/19/2026 1:36:43 AM","30.0550958"
"passd","1064","/System/Library/PrivateFrameworks/PassKitCore.framework/passd","5/18/2026 11:38:13 PM","35.0632583"
"PasswordBreachAgent","86624","/System/Volumes/Preboot/Cryptexes/App/usr/libexec/PasswordBreachAgent","5/25/2026 11:31:34 PM","1.5605083"
"pboard","953","/usr/libexec/pboard","5/18/2026 11:22:50 PM","24.9847875"
"pbs","84419","/System/Library/CoreServices/pbs","6/3/2026 5:00:47 PM","0.0359916"
"peopled","13483","/System/Library/PrivateFrameworks/People.framework/peopled","5/21/2026 12:50:30 AM","10.151925"
"PeopleWidget_macOSExtension","1389","/System/Library/CoreServices/PeopleViewService.app/Contents/PlugIns/PeopleWidget_macOSExtension.appex/Contents/MacOS/PeopleWidget_macOSExtension","5/18/2026 11:39:15 PM","0.3052833"
"PerfPowerServices","7921","/usr/libexec/PerfPowerServices",,
"photolibraryd","84776","/System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd","6/3/2026 5:01:55 PM","0.0618166"
"PhotosReliveWidget","1297","/System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget","5/18/2026 11:39:00 PM","0.2618958"
"pkd","84247","/usr/libexec/pkd","6/3/2026 5:00:14 PM","0.222125"
"PlugInLibraryService","84779","/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService","6/3/2026 5:01:55 PM","0.0257666"
"PodcastsWidget","1302","/System/Applications/Podcasts.app/Contents/PlugIns/PodcastsWidget.appex/Contents/MacOS/PodcastsWidget","5/18/2026 11:39:01 PM","1.1102583"
"PowerChime","27036","/System/Library/CoreServices/PowerChime.app/Contents/MacOS/PowerChime","5/19/2026 5:19:47 AM","21.8498791"
"powerd","538","/System/Library/CoreServices/powerd.bundle/powerd",,
"powerexperienced","84311","/usr/libexec/powerexperienced",,
"PowerUIAgent","78677","/usr/libexec/PowerUIAgent",,
"PrintCenterWidgetExtension.macOS","1278","/System/Applications/Utilities/Print Center.app/Contents/PlugIns/PrintCenterWidgetExtension.macOS.appex/Contents/MacOS/PrintCenterWidgetExtension.macOS","5/18/2026 11:38:55 PM","0.0612541"
"pwsh","81312","/opt/homebrew/Cellar/powershell/7.6.2_1/libexec/pwsh","6/3/2026 4:50:20 PM","8.27117"
"python3.13","94103","/Applications/Splunk/bin/python3.13","5/21/2026 3:29:06 PM","271.341225"
"QEMUHelper","3901","/Applications/UTM.app/Contents/XPCServices/QEMUHelper.xpc/Contents/MacOS/QEMUHelper","6/1/2026 4:40:59 AM","0.2284583"
"QEMULauncher","3902","/Applications/UTM.app/Contents/XPCServices/QEMUHelper.xpc/Contents/MacOS/QEMULauncher.app/Contents/MacOS/QEMULauncher","6/1/2026 4:40:59 AM","12835.3783375"
"QEMULauncher","5419","/Applications/UTM.app/Contents/XPCServices/QEMUHelper.xpc/Contents/MacOS/QEMULauncher.app/Contents/MacOS/QEMULauncher","6/2/2026 12:58:55 AM","0.3350541"
"QEMULauncher","5424","/Applications/UTM.app/Contents/XPCServices/QEMUHelper.xpc/Contents/MacOS/QEMULauncher.app/Contents/MacOS/QEMULauncher","6/2/2026 12:58:56 AM","20481.2045708"
"QEMULauncher","8950","/Applications/UTM.app/Contents/XPCServices/QEMUHelper.xpc/Contents/MacOS/QEMULauncher.app/Contents/MacOS/QEMULauncher","6/1/2026 5:05:25 AM","68366.6474875"
"QuickLookUIService","95984","/System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService","5/31/2026 11:41:30 AM","36.2680625"
"rapportd","962","/usr/libexec/rapportd","5/18/2026 11:22:50 PM","511.165975"
"RecordWidgetExtension","1314","/System/Applications/VoiceMemos.app/Contents/PlugIns/RecordWidgetExtension.appex/Contents/MacOS/RecordWidgetExtension","5/18/2026 11:39:04 PM","0.1067041"
"remindd","84865","/usr/libexec/remindd","6/3/2026 5:02:14 PM","1.0744625"
"RemindersIntentsExtension","1383","/System/Applications/Reminders.app/Contents/PlugIns/RemindersIntentsExtension.appex/Contents/MacOS/RemindersIntentsExtension","5/18/2026 11:39:15 PM","0.0784375"
"RemindersWidgetExtension","1335","/System/Applications/Reminders.app/Contents/PlugIns/RemindersWidgetExtension.appex/Contents/MacOS/RemindersWidgetExtension","5/18/2026 11:39:09 PM","0.274175"
"remoted","543","/usr/libexec/remoted",,
"replayd","83796","/usr/libexec/replayd","6/3/2026 4:59:02 PM","2.3947125"
"replicatord","84788","/System/Library/PrivateFrameworks/ReplicatorCore.framework/Support/replicatord","6/3/2026 5:01:57 PM","1.1957083"
"ReportCrash","46849","/System/Library/CoreServices/ReportCrash","5/21/2026 4:09:07 AM","184.6303125"
"revisiond","584","/System/Library/PrivateFrameworks/GenerationalStorage.framework/Versions/A/Support/revisiond",,
"routined","85099","/usr/libexec/routined","6/3/2026 5:02:58 PM","0.8953083"
"rtadvd","3907","/usr/sbin/rtadvd",,
"rtcreportingd","50895","/usr/libexec/rtcreportingd",,
"runningboardd","606","/usr/libexec/runningboardd",,
"Safari","28129","/System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/MacOS/Safari","5/21/2026 2:01:49 AM","4246.30505"
"SafariBookmarksSyncAgent","58480","/System/Volumes/Preboot/Cryptexes/App/usr/libexec/SafariBookmarksSyncAgent","6/3/2026 2:39:58 PM","0.5139833"
"SafariNotificationAgent","44479","/System/Volumes/Preboot/Cryptexes/App/usr/libexec/SafariNotificationAgent","5/21/2026 3:55:06 AM","5.209575"
"SafariWidgetExtension","1350","/System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/Extensions/SafariWidgetExtension.appex/Contents/MacOS/SafariWidgetExtension","5/18/2026 11:39:11 PM","0.2300333"
"sandboxd","83989","/usr/libexec/sandboxd",,
"ScopedBookmarkAgent","84777","/System/Library/CoreServices/ScopedBookmarkAgent","6/3/2026 5:01:55 PM","0.0957208"
"ScreenTimeAgent","85263","/System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent","6/3/2026 5:03:34 PM","0.5489083"
"ScreenTimeWidgetExtension","1321","/System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetExtension.appex/Contents/MacOS/ScreenTimeWidgetExtension","5/18/2026 11:39:07 PM","0.268"
"ScreenTimeWidgetIntentsExtension","1346","/System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetIntentsExtension.appex/Contents/MacOS/ScreenTimeWidgetIntentsExtension","5/18/2026 11:39:10 PM","0.1368291"
"searchpartyd","719","/usr/libexec/searchpartyd",,
"searchpartyuseragent","26015","/usr/libexec/searchpartyuseragent","6/3/2026 9:15:07 AM","21.2612083"
"secd","943","/usr/libexec/secd","5/18/2026 11:22:50 PM","338.6560375"
"secinitd","84772","/usr/libexec/secinitd","6/3/2026 5:01:54 PM","0.1429083"
"secinitd","85110","/usr/libexec/secinitd",,
"secinitd","85111","/usr/libexec/secinitd",,
"securityd","570","/usr/sbin/securityd",,
"SetStoreUpdateService","84482","/System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService","6/3/2026 5:00:56 PM","0.1169375"
"sharedfilelistd","1021","/System/Library/CoreServices/sharedfilelistd","5/18/2026 11:22:53 PM","12.30905"
"ShareSheetUI","48702","/System/Library/PrivateFrameworks/ShareKit.framework/Versions/A/PlugIns/ShareSheetUI.appex/Contents/MacOS/ShareSheetUI","5/21/2026 4:19:50 AM","22.69375"
"ShareSheetUI","71286","/System/Library/PrivateFrameworks/ShareKit.framework/Versions/A/PlugIns/ShareSheetUI.appex/Contents/MacOS/ShareSheetUI","5/21/2026 6:41:33 AM","33.7032583"
"sharingd","1007","/usr/libexec/sharingd","5/18/2026 11:22:52 PM","621.6297208"
"ShortcutLiveActivityWidgetExtension","1221","/System/Applications/Shortcuts.app/Contents/PlugIns/ShortcutLiveActivityWidgetExtension.appex/Contents/MacOS/ShortcutLiveActivityWidgetExtension","5/18/2026 11:38:48 PM","0.0661"
"ShortcutsViewService","25939","/System/Library/PrivateFrameworks/WorkflowKit.framework/XPCServices/ShortcutsViewService.xpc/Contents/MacOS/ShortcutsViewService","6/3/2026 9:14:52 AM","0.9714208"
"ShortcutsWidgetExtension","1348","/System/Applications/Shortcuts.app/Contents/PlugIns/ShortcutsWidgetExtension.appex/Contents/MacOS/ShortcutsWidgetExtension","5/18/2026 11:39:10 PM","0.2378666"
"SidecarRelay","82532","/usr/libexec/SidecarRelay","6/3/2026 6:39:58 AM","5.1571166"
"siriactionsd","84774","/System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd","6/3/2026 5:01:55 PM","6.0547291"
"siriinferenced","13484","/System/Library/PrivateFrameworks/SiriInference.framework/Versions/A/siriinferenced","5/21/2026 12:50:30 AM","4.8207125"
"socketfilterfw","645","/usr/libexec/ApplicationFirewall/socketfilterfw",,
"spindump","84626","/usr/sbin/spindump",,
"spindump_agent","84628","/usr/libexec/spindump_agent","6/3/2026 5:01:32 PM","0.033775"
